Year,Rank,Track_Title,Artist_Name,Raw_Track_Title,Raw_Artist_Name
2011,1,Rolling in the Deep,Adele,Rolling in the Deep,Adele
2011,2,Party Rock Anthem,LMFAO,Party Rock Anthem,LMFAO featuring Lauren Bennett and GoonRock
2011,3,Firework,Katy Perry,Firework,Katy Perry
2011,4,E.T.,Katy Perry,E.T.,Katy Perry featuring Kanye West
2011,5,Give Me Everything,Pitbull,Give Me Everything,"Pitbull featuring Ne-Yo, Afrojack and Nayer"
2011,6,Grenade,Bruno Mars,Grenade,Bruno Mars
2011,7,Fuck You,CeeLo Green,Fuck You (Forget You),CeeLo Green
2011,8,Super Bass,Nicki Minaj,Super Bass,Nicki Minaj
2011,9,Moves like Jagger,Maroon 5,Moves like Jagger,Maroon 5 featuring Christina Aguilera
2011,10,Just Can't Get Enough,The Black Eyed Peas,Just Can't Get Enough,The Black Eyed Peas
2011,11,On the Floor,Jennifer Lopez,On the Floor,Jennifer Lopez featuring Pitbull
2011,12,S&M,Rihanna,S&M,Rihanna
2011,13,Pumped Up Kicks,Foster the People,Pumped Up Kicks,Foster the People
2011,14,Last Friday Night,Katy Perry,Last Friday Night (T.G.I.F.),Katy Perry
2011,15,Just the Way You Are,Bruno Mars,Just the Way You Are,Bruno Mars
2011,16,Tonight,Enrique Iglesias,Tonight (I'm Lovin' You),Enrique Iglesias featuring Ludacris and DJ Frank E
2011,17,Raise Your Glass,Pink,Raise Your Glass,Pink
2011,18,Born This Way,Lady Gaga,Born This Way,Lady Gaga
2011,19,Fuckin' Perfect,Pink,Fuckin' Perfect,Pink
2011,20,What's My Name?,Rihanna,What's My Name?,Rihanna featuring Drake
2011,21,Look at Me Now,Chris Brown,Look at Me Now,Chris Brown featuring Lil Wayne and Busta Rhymes
2011,22,Down on Me,Jeremih,Down on Me,Jeremih featuring 50 Cent
2011,23,How to Love,Lil Wayne,How to Love,Lil Wayne
2011,24,Someone Like You,Adele,Someone Like You,Adele
2011,25,Good Life,OneRepublic,Good Life,OneRepublic
2011,26,The Lazy Song,Bruno Mars,The Lazy Song,Bruno Mars
2011,27,Till the World Ends,Britney Spears,Till the World Ends,Britney Spears
2011,28,The Show Goes On,Lupe Fiasco,The Show Goes On,Lupe Fiasco
2011,29,The Edge of Glory,Lady Gaga,The Edge of Glory,Lady Gaga
2011,30,We R Who We R,Kesha,We R Who We R,Kesha
2011,31,Black and Yellow,Wiz Khalifa,Black and Yellow,Wiz Khalifa
2011,32,Tonight Tonight,Hot Chelle Rae,Tonight Tonight,Hot Chelle Rae
2011,33,Blow,Kesha,Blow,Kesha
2011,34,Lighters,Bad Meets Evil,Lighters,Bad Meets Evil featuring Bruno Mars
2011,35,If I Die Young,The Band Perry,If I Die Young,The Band Perry
2011,36,Stereo Hearts,Gym Class Heroes,Stereo Hearts,Gym Class Heroes featuring Adam Levine
