Year,Rank,Track_Title,Artist_Name,Raw_Track_Title,Raw_Artist_Name
2017,1,Shape of You,Ed Sheeran,Shape of You,Ed Sheeran
2017,2,Despacito,Luis Fonsi,Despacito (Remix),Luis Fonsi and Daddy Yankee featuring Justin Bieber
2017,3,That's What I Like,Bruno Mars,That's What I Like,Bruno Mars
2017,4,Humble,Kendrick Lamar,Humble,Kendrick Lamar
2017,5,Something Just Like This,The Chainsmokers,Something Just Like This,The Chainsmokers and Coldplay
2017,6,Bad and Boujee,Migos,Bad and Boujee,Migos featuring Lil Uzi Vert
2017,7,Closer,The Chainsmokers,Closer,The Chainsmokers featuring Halsey
2017,8,Body Like a Back Road,Sam Hunt,Body Like a Back Road,Sam Hunt
2017,9,Believer,Imagine Dragons,Believer,Imagine Dragons
2017,10,Congratulations,Post Malone,Congratulations,Post Malone featuring Quavo
2017,11,Say You Won't Let Go,James Arthur,Say You Won't Let Go,James Arthur
2017,12,I'm the One,DJ Khaled,I'm the One,"DJ Khaled featuring Justin Bieber, Quavo, Chance the Rapper and Lil Wayne"
2017,13,XO Tour Llif3,Lil Uzi Vert,XO Tour Llif3,Lil Uzi Vert
2017,14,Mask Off,Future,Mask Off,Future
2017,15,Unforgettable,French Montana,Unforgettable,French Montana featuring Swae Lee
2017,16,24K Magic,Bruno Mars,24K Magic,Bruno Mars
2017,17,Stay,Zedd,Stay,Zedd and Alessia Cara
2017,18,Wild Thoughts,DJ Khaled,Wild Thoughts,DJ Khaled featuring Rihanna and Bryson Tiller
2017,19,Black Beatles,Rae Sremmurd,Black Beatles,Rae Sremmurd featuring Gucci Mane
2017,20,Starboy,The Weeknd,Starboy,The Weeknd featuring Daft Punk
2017,21,Location,Khalid,Location,Khalid
2017,22,Attention,Charlie Puth,Attention,Charlie Puth
2017,23,There's Nothing Holdin' Me Back,Shawn Mendes,There's Nothing Holdin' Me Back,Shawn Mendes
2017,24,Bodak Yellow,Cardi B,Bodak Yellow,Cardi B
2017,25,Redbone,Childish Gambino,Redbone,Childish Gambino
2017,26,I Don't Wanna Live Forever,Zayn,I Don't Wanna Live Forever,Zayn and Taylor Swift
2017,27,It Ain't Me,Kygo,It Ain't Me,Kygo and Selena Gomez
2017,28,iSpy,Kyle,iSpy,Kyle featuring Lil Yachty
2017,29,Issues,Julia Michaels,Issues,Julia Michaels
2017,30,Scars to Your Beautiful,Alessia Cara,Scars to Your Beautiful,Alessia Cara
2017,31,1-800-273-8255,Logic,1-800-273-8255,Logic featuring Alessia Cara and Khalid
2017,32,Slow Hands,Niall Horan,Slow Hands,Niall Horan
2017,33,Love on the Brain,Rihanna,Love on the Brain,Rihanna
2017,34,I Feel It Coming,The Weeknd,I Feel It Coming,The Weeknd featuring Daft Punk
2017,35,Bounce Back,Big Sean,Bounce Back,Big Sean
2017,36,Strip That Down,Liam Payne,Strip That Down,Liam Payne featuring Quavo
2017,37,Fake Love,Drake,Fake Love,Drake
2017,38,Don't Wanna Know,Maroon 5,Don't Wanna Know,Maroon 5 featuring Kendrick Lamar
2017,39,Look What You Made Me Do,Taylor Swift,Look What You Made Me Do,Taylor Swift
2017,40,Castle on the Hill,Ed Sheeran,Castle on the Hill,Ed Sheeran
