Year,Rank,Track_Title,Artist_Name,Raw_Track_Title,Raw_Artist_Name
1996,1,Macarena,Los del Río,Macarena (Bayside Boys Mix),Los del Río
1996,2,One Sweet Day,Mariah Carey,One Sweet Day,Mariah Carey and Boyz II Men
1996,3,Because You Loved Me,Celine Dion,Because You Loved Me,Celine Dion
1996,4,Nobody Knows,The Tony Rich Project,Nobody Knows,The Tony Rich Project
1996,5,Always Be My Baby,Mariah Carey,Always Be My Baby,Mariah Carey
1996,6,Give Me One Reason,Tracy Chapman,Give Me One Reason,Tracy Chapman
1996,7,Tha Crossroads,Bone Thugs-n-Harmony,Tha Crossroads,Bone Thugs-n-Harmony
1996,8,I Love You Always Forever,Donna Lewis,I Love You Always Forever,Donna Lewis
1996,9,You're Makin' Me High,Toni Braxton,You're Makin' Me High / Let It Flow,Toni Braxton
1996,10,Twisted,Keith Sweat,Twisted,Keith Sweat
1996,11,C'mon N' Ride It,Quad City DJ's,C'mon N' Ride It (The Train),Quad City DJ's
1996,12,Missing,Everything but the Girl,Missing,Everything but the Girl
1996,13,Ironic,Alanis Morissette,Ironic,Alanis Morissette
1996,14,Exhale,Whitney Houston,Exhale (Shoop Shoop),Whitney Houston
1996,15,Follow You Down,Gin Blossoms,Follow You Down / Til I Hear It from You,Gin Blossoms
1996,16,Sittin' Up in My Room,Brandy,Sittin' Up in My Room,Brandy
1996,17,How Do U Want It,2Pac,How Do U Want It / California Love,2Pac featuring K-Ci and JoJo / 2Pac featuring Dr. Dre and Roger Troutman
1996,18,It's All Coming Back to Me Now,Celine Dion,It's All Coming Back to Me Now,Celine Dion
1996,19,Change the World,Eric Clapton,Change the World,Eric Clapton
1996,20,Hey Lover,LL Cool J,Hey Lover,LL Cool J featuring Boyz II Men
1996,21,Loungin,LL Cool J,Loungin,LL Cool J
1996,22,Insensitive,Jann Arden,Insensitive,Jann Arden
1996,23,Be My Lover,La Bouche,Be My Lover,La Bouche
1996,24,Name,Goo Goo Dolls,Name,Goo Goo Dolls
1996,25,Who Will Save Your Soul,Jewel,Who Will Save Your Soul,Jewel
1996,26,Where Do You Go,No Mercy,Where Do You Go,No Mercy
1996,27,I Can't Sleep Baby,R. Kelly,I Can't Sleep Baby (If I),R. Kelly
1996,28,Counting Blue Cars,Dishwalla,Counting Blue Cars,Dishwalla
1996,29,You Learn,Alanis Morissette,You Learn / You Oughta Know,Alanis Morissette
1996,30,One of Us,Joan Osborne,One of Us,Joan Osborne
1996,31,Wonder,Natalie Merchant,Wonder,Natalie Merchant
1996,32,Not Gon' Cry,Mary J. Blige,Not Gon' Cry,Mary J. Blige
1996,33,Gangsta's Paradise,Coolio,Gangsta's Paradise,Coolio featuring L.V.
1996,34,Only You,112,Only You,112 featuring The Notorious B.I.G.
1996,35,Down Low,R. Kelly,Down Low (Nobody Has to Know),R. Kelly featuring Ronald Isley
1996,36,You're the One,SWV,You're the One,SWV
1996,37,Sweet Dreams,La Bouche,Sweet Dreams,La Bouche
1996,38,Before You Walk Out of My Life,Monica,Before You Walk Out of My Life / Like This and Like That,Monica
1996,39,Breakfast at Tiffany's,Deep Blue Something,Breakfast at Tiffany's,Deep Blue Something
1996,40,"1, 2, 3, 4",Coolio,"1, 2, 3, 4 (Sumpin' New)",Coolio
1996,41,The World I Know,Collective Soul,The World I Know,Collective Soul
1996,42,No Diggity,Blackstreet,No Diggity,Blackstreet featuring Dr. Dre
1996,43,Anything,3T,Anything,3T
1996,44,1979,The Smashing Pumpkins,1979,The Smashing Pumpkins
1996,45,Diggin' on You,TLC,Diggin' on You,TLC
1996,46,Why I Love You So Much,Monica,Why I Love You So Much / Ain't Nobody,Monica
1996,47,Kissin' You,Total,Kissin' You,Total
1996,48,Count on Me,Whitney Houston,Count on Me,Whitney Houston and CeCe Winans
1996,49,Fantasy,Mariah Carey,Fantasy,Mariah Carey
1996,50,Time,Hootie,Time,Hootie & the Blowfish
1996,51,You'll See,Madonna,You'll See,Madonna
1996,52,Last Night,Az Yet,Last Night,Az Yet
1996,53,Mouth,Merril Bainbridge,Mouth,Merril Bainbridge
1996,54,"The Earth, the Sun, the Rain",Color Me Badd,"The Earth, the Sun, the Rain",Color Me Badd
1996,55,All the Things,Joe,All the Things (Your Man Won't Do),Joe
1996,56,Wonderwall,Oasis,Wonderwall,Oasis
1996,57,Woo Hah!! Got You All in Check,Busta Rhymes,Woo Hah!! Got You All in Check / Everything Remains Raw,Busta Rhymes
1996,58,Tell Me,Groove Theory,Tell Me,Groove Theory
1996,59,Elevators,Outkast,Elevators (Me & You),Outkast
1996,60,Hook,Blues Traveler,Hook,Blues Traveler
1996,61,Doin' It,LL Cool J,Doin' It,LL Cool J
1996,62,Fastlove,George Michael,Fastlove,George Michael
1996,63,"Touch Me, Tease Me",Case,"Touch Me, Tease Me",Case featuring Foxy Brown
1996,64,Tonite's tha Night,Kris Kross,Tonite's tha Night,Kris Kross
1996,65,Children,Robert Miles,Children,Robert Miles
1996,66,Theme from Mission: Impossible,Adam Clayton,Theme from Mission: Impossible,Adam Clayton and Larry Mullen
1996,67,Closer to Free,BoDeans,Closer to Free,BoDeans
1996,68,Just a Girl,No Doubt,Just a Girl,No Doubt
1996,69,If Your Girl Only Knew,Aaliyah,If Your Girl Only Knew,Aaliyah
1996,70,Lady,D'Angelo,Lady,D'Angelo
1996,71,Key West Intermezzo,John Mellencamp,Key West Intermezzo (I Saw You First),John Mellencamp
1996,72,Pony,Ginuwine,Pony,Ginuwine
1996,73,Nobody,Keith Sweat,Nobody,Keith Sweat featuring Athena Cage
1996,74,Old Man & Me,Hootie,Old Man & Me (When I Get to Heaven),Hootie & the Blowfish
1996,75,If It Makes You Happy,Sheryl Crow,If It Makes You Happy,Sheryl Crow
1996,76,As I Lay Me Down,Sophie B. Hawkins,As I Lay Me Down,Sophie B. Hawkins
1996,77,"Keep On, Keepin' On",MC Lyte,"Keep On, Keepin' On",MC Lyte featuring Xscape
1996,78,Jealousy,Natalie Merchant,Jealousy,Natalie Merchant
1996,79,I Want to Come Over,Melissa Etheridge,I Want to Come Over,Melissa Etheridge
1996,80,Who Do U Love,Deborah Cox,Who Do U Love,Deborah Cox
1996,81,Un-Break My Heart,Toni Braxton,Un-Break My Heart,Toni Braxton
1996,82,This Is Your Night,Amber,This Is Your Night,Amber
1996,83,You Remind Me of Something,R. Kelly,You Remind Me of Something,R. Kelly
1996,84,Runaway,Janet Jackson,Runaway,Janet Jackson
1996,85,Set U Free,Planet Soul,Set U Free,Planet Soul
1996,86,Hit Me Off,New Edition,Hit Me Off,New Edition
1996,87,No One Else,Total,No One Else,Total
1996,88,My Boo,Ghost Town DJ's,My Boo,Ghost Town DJ's
1996,89,Get Money,Junior M.A.F.I.A.,Get Money,Junior M.A.F.I.A. featuring The Notorious B.I.G.
1996,90,That Girl,Maxi Priest,That Girl,Maxi Priest featuring Shaggy
1996,91,Po Pimp,Do or Die,Po Pimp,Do or Die featuring Twista
1996,92,Until It Sleeps,Metallica,Until It Sleeps,Metallica
1996,93,Hay,Crucial Conflict,Hay,Crucial Conflict
1996,94,Beautiful Life,Ace of Base,Beautiful Life,Ace of Base
1996,95,Back for Good,Take That,Back for Good,Take That
1996,96,I Got Id,Pearl Jam,I Got Id / Long Road,Pearl Jam
1996,97,Soon as I Get Home,Faith Evans,Soon as I Get Home,Faith Evans
1996,98,Macarena,Los del Río,Macarena,Los del Río
1996,99,Only Wanna Be with You,Hootie,Only Wanna Be with You,Hootie & the Blowfish
1996,100,Don't Cry,Seal,Don't Cry,Seal
