Year,Rank,Track_Title,Artist_Name,Raw_Track_Title,Raw_Artist_Name
2014,1,Happy,Pharrell Williams,Happy,Pharrell Williams
2014,2,Dark Horse,Katy Perry,Dark Horse,Katy Perry featuring Juicy J
2014,3,All of Me,John Legend,All of Me,John Legend
2014,4,Fancy,Iggy Azalea,Fancy,Iggy Azalea featuring Charli XCX
2014,5,Counting Stars,OneRepublic,Counting Stars,OneRepublic
2014,6,Talk Dirty,Jason Derulo,Talk Dirty,Jason Derulo featuring 2 Chainz
2014,7,Rude,Magic!,Rude,Magic!
2014,8,All About That Bass,Meghan Trainor,All About That Bass,Meghan Trainor
2014,9,Problem,Ariana Grande,Problem,Ariana Grande featuring Iggy Azalea
2014,10,Stay with Me,Sam Smith,Stay with Me,Sam Smith
2014,11,Timber,Pitbull,Timber,Pitbull featuring Kesha
2014,12,Pompeii,Bastille,Pompeii,Bastille
2014,13,Shake It Off,Taylor Swift,Shake It Off,Taylor Swift
2014,14,Am I Wrong,Nico,Am I Wrong,Nico & Vinz
2014,15,Turn Down for What,DJ Snake,Turn Down for What,DJ Snake and Lil Jon
2014,16,The Monster,Eminem,The Monster,Eminem featuring Rihanna
2014,17,Say Something,A Great Big World,Say Something,A Great Big World and Christina Aguilera
2014,18,Team,Lorde,Team,Lorde
2014,19,Let Her Go,Passenger,Let Her Go,Passenger
2014,20,Royals,Lorde,Royals,Lorde
2014,21,Let It Go,Idina Menzel,Let It Go,Idina Menzel
2014,22,Wake Me Up,Avicii,Wake Me Up,Avicii
2014,23,Demons,Imagine Dragons,Demons,Imagine Dragons
2014,24,Story of My Life,One Direction,Story of My Life,One Direction
2014,25,Chandelier,Sia,Chandelier,Sia
2014,26,Black Widow,Iggy Azalea,Black Widow,Iggy Azalea featuring Rita Ora
2014,27,Bang Bang,"Jessie J, Ariana Grande",Bang Bang,"Jessie J, Ariana Grande and Nicki Minaj"
2014,28,Latch,Disclosure,Latch,Disclosure featuring Sam Smith
2014,29,Maps,Maroon 5,Maps,Maroon 5
2014,30,Loyal,Chris Brown,Loyal,Chris Brown featuring Lil Wayne and French Montana or Too Short or Tyga
2014,31,Best Day of My Life,American Authors,Best Day of My Life,American Authors
2014,32,Habits,Tove Lo,Habits (Stay High),Tove Lo
2014,33,Summer,Calvin Harris,Summer,Calvin Harris
2014,34,Boom Clap,Charli XCX,Boom Clap,Charli XCX
2014,35,Drunk in Love,Beyoncé,Drunk in Love,Beyoncé featuring Jay-Z
2014,36,Anaconda,Nicki Minaj,Anaconda,Nicki Minaj
2014,37,Break Free,Ariana Grande,Break Free,Ariana Grande featuring Zedd
2014,38,Bailando,Enrique Iglesias,Bailando,Enrique Iglesias featuring Descemer Bueno and Gente de Zona
2014,39,Burn,Ellie Goulding,Burn,Ellie Goulding
2014,40,Wiggle,Jason Derulo,Wiggle,Jason Derulo featuring Snoop Dogg
2014,41,Rather Be,Clean Bandit,Rather Be,Clean Bandit featuring Jess Glynne
2014,42,Don't Tell 'Em,Jeremih,Don't Tell 'Em,Jeremih featuring YG
2014,43,Show Me,Kid Ink,Show Me,Kid Ink featuring Chris Brown
2014,44,Wrecking Ball,Miley Cyrus,Wrecking Ball,Miley Cyrus
2014,45,Not a Bad Thing,Justin Timberlake,Not a Bad Thing,Justin Timberlake
2014,46,Roar,Katy Perry,Roar,Katy Perry
2014,47,Ain't It Fun,Paramore,Ain't It Fun,Paramore
2014,48,The Man,Aloe Blacc,The Man,Aloe Blacc
2014,49,This Is How We Roll,Florida Georgia Line,This Is How We Roll,Florida Georgia Line featuring Luke Bryan
2014,50,Classic,MKTO,Classic,MKTO
2014,51,A Sky Full of Stars,Coldplay,A Sky Full of Stars,Coldplay
2014,52,Don't,Ed Sheeran,Don't,Ed Sheeran
2014,53,Na Na,Trey Songz,Na Na,Trey Songz
2014,54,Hot Boy,Bobby Shmurda,Hot Boy,Bobby Shmurda
2014,55,"Hold On, We're Going Home",Drake,"Hold On, We're Going Home",Drake featuring Majid Jordan
2014,56,Sing,Ed Sheeran,Sing,Ed Sheeran
2014,57,Radioactive,Imagine Dragons,Radioactive,Imagine Dragons
2014,58,My Hitta,YG,My Hitta,YG featuring Jeezy and Rich Homie Quan
2014,59,Cool Kids,Echosmith,Cool Kids,Echosmith
2014,60,Hey Brother,Avicii,Hey Brother,Avicii
2014,61,Trumpets,Jason Derulo,Trumpets,Jason Derulo
2014,62,Animals,Maroon 5,Animals,Maroon 5
2014,63,Burnin' It Down,Jason Aldean,Burnin' It Down,Jason Aldean
2014,64,Play It Again,Luke Bryan,Play It Again,Luke Bryan
2014,65,2 On,Tinashe,2 On,Tinashe featuring ScHoolboy Q
2014,66,Dirt,Florida Georgia Line,Dirt,Florida Georgia Line
