Year,Rank,Track_Title,Artist_Name,Raw_Track_Title,Raw_Artist_Name
1990,1,Hold On,Wilson Phillips,Hold On,Wilson Phillips
1990,2,It Must Have Been Love,Roxette,It Must Have Been Love,Roxette
1990,3,Nothing Compares 2 U,Sinéad O'Connor,Nothing Compares 2 U,Sinéad O'Connor
1990,4,Poison,Bell Biv DeVoe,Poison,Bell Biv DeVoe
1990,5,Vogue,Madonna,Vogue,Madonna
1990,6,Vision of Love,Mariah Carey,Vision of Love,Mariah Carey
1990,7,Another Day in Paradise,Phil Collins,Another Day in Paradise,Phil Collins
1990,8,Hold On,En Vogue,Hold On,En Vogue
1990,9,Cradle of Love,Billy Idol,Cradle of Love,Billy Idol
1990,10,Blaze of Glory,Jon Bon Jovi,Blaze of Glory,Jon Bon Jovi
1990,11,Do Me!,Bell Biv DeVoe,Do Me!,Bell Biv DeVoe
1990,12,How Am I Supposed to Live Without You,Michael Bolton,How Am I Supposed to Live Without You,Michael Bolton
1990,13,Pump Up the Jam,Technotronic,Pump Up the Jam,Technotronic
1990,14,Opposites Attract,Paula Abdul,Opposites Attract,Paula Abdul
1990,15,Escapade,Janet Jackson,Escapade,Janet Jackson
1990,16,All I Wanna Do Is Make Love to You,Heart,All I Wanna Do Is Make Love to You,Heart
1990,17,Close to You,Maxi Priest,Close to You,Maxi Priest
1990,18,Black Velvet,Alannah Myles,Black Velvet,Alannah Myles
1990,19,Release Me,Wilson Phillips,Release Me,Wilson Phillips
1990,20,Don't Know Much,Linda Ronstadt,Don't Know Much,Linda Ronstadt featuring Aaron Neville
1990,21,All Around the World,Lisa Stansfield,All Around the World,Lisa Stansfield
1990,22,I Wanna Be Rich,Calloway,I Wanna Be Rich,Calloway
1990,23,Rub You the Right Way,Johnny Gill,Rub You the Right Way,Johnny Gill
1990,24,She Ain't Worth It,Glenn Medeiros,She Ain't Worth It,Glenn Medeiros featuring Bobby Brown
1990,25,If Wishes Came True,Sweet Sensation,If Wishes Came True,Sweet Sensation
1990,26,The Power,Snap!,The Power,Snap!
1990,27,(Can't Live Without Your) Love and Affection,Nelson,(Can't Live Without Your) Love and Affection,Nelson
1990,28,Love Will Lead You Back,Taylor Dayne,Love Will Lead You Back,Taylor Dayne
1990,29,Don't Wanna Fall in Love,Jane Child,Don't Wanna Fall in Love,Jane Child
1990,30,Two to Make It Right,Seduction,Two to Make It Right,Seduction
1990,31,Sending All My Love,Linear,Sending All My Love,Linear
1990,32,Unskinny Bop,Poison,Unskinny Bop,Poison
1990,33,Step by Step,New Kids on the Block,Step by Step,New Kids on the Block
1990,34,Dangerous,Roxette,Dangerous,Roxette
1990,35,We Didn't Start the Fire,Billy Joel,We Didn't Start the Fire,Billy Joel
1990,36,I Don't Have the Heart,James Ingram,I Don't Have the Heart,James Ingram
1990,37,Downtown Train,Rod Stewart,Downtown Train,Rod Stewart
1990,38,Rhythm Nation,Janet Jackson,Rhythm Nation,Janet Jackson
1990,39,I'll Be Your Everything,Tommy Page,I'll Be Your Everything,Tommy Page
1990,40,Roam,The B-52's,Roam,The B-52's
1990,41,Everything,Jody Watley,Everything,Jody Watley
