Year,Rank,Track_Title,Artist_Name,Raw_Track_Title,Raw_Artist_Name
1986,1,That's What Friends Are For,Dionne,That's What Friends Are For,"Dionne and Friends (Dionne Warwick, Gladys Knight, Elton John and Stevie Wonder)"
1986,2,"Say You, Say Me",Lionel Richie,"Say You, Say Me",Lionel Richie
1986,3,I Miss You,Klymaxx,I Miss You,Klymaxx
1986,4,On My Own,Patti LaBelle,On My Own,Patti LaBelle and Michael McDonald
1986,5,Broken Wings,Mr. Mister,Broken Wings,Mr. Mister
1986,6,How Will I Know,Whitney Houston,How Will I Know,Whitney Houston
1986,7,Party All the Time,Eddie Murphy,Party All the Time,Eddie Murphy
1986,8,Burning Heart,Survivor,Burning Heart,Survivor
1986,9,Kyrie,Mr. Mister,Kyrie,Mr. Mister
1986,10,Addicted to Love,Robert Palmer,Addicted to Love,Robert Palmer
1986,11,The Greatest Love of All,Whitney Houston,The Greatest Love of All,Whitney Houston
1986,12,Secret Lovers,Atlantic Starr,Secret Lovers,Atlantic Starr
1986,13,Friends and Lovers,Gloria Loring,Friends and Lovers,Gloria Loring and Carl Anderson
1986,14,Glory of Love,Peter Cetera,Glory of Love,Peter Cetera
1986,15,West End Girls,Pet Shop Boys,West End Girls,Pet Shop Boys
1986,16,There'll Be Sad Songs,Billy Ocean,There'll Be Sad Songs (To Make You Cry),Billy Ocean
1986,17,Alive and Kicking,Simple Minds,Alive and Kicking,Simple Minds
1986,18,Never,Heart,Never,Heart
1986,19,Kiss,Prince,Kiss,Prince and The Revolution
1986,20,Higher Love,Steve Winwood,Higher Love,Steve Winwood
1986,21,Stuck with You,Huey Lewis,Stuck with You,Huey Lewis and the News
1986,22,Holding Back the Years,Simply Red,Holding Back the Years,Simply Red
1986,23,Sledgehammer,Peter Gabriel,Sledgehammer,Peter Gabriel
1986,24,Sara,Starship,Sara,Starship
1986,25,Human,The Human League,Human,The Human League
1986,26,I Can't Wait,Nu Shooz,I Can't Wait,Nu Shooz
1986,27,Take My Breath Away,Berlin,Take My Breath Away,Berlin
1986,28,Rock Me Amadeus,Falco,Rock Me Amadeus,Falco
1986,29,Papa Don't Preach,Madonna,Papa Don't Preach,Madonna
1986,30,You Give Love a Bad Name,Bon Jovi,You Give Love a Bad Name,Bon Jovi
1986,31,"When the Going Gets Tough, the Tough Get Going",Billy Ocean,"When the Going Gets Tough, the Tough Get Going",Billy Ocean
1986,32,When I Think of You,Janet Jackson,When I Think of You,Janet Jackson
1986,33,These Dreams,Heart,These Dreams,Heart
1986,34,Don't Forget Me,Glass Tiger,Don't Forget Me (When I'm Gone),Glass Tiger
1986,35,Live to Tell,Madonna,Live to Tell,Madonna
1986,36,Mad About You,Belinda Carlisle,Mad About You,Belinda Carlisle
1986,37,Something About You,Level 42,Something About You,Level 42
1986,38,Venus,Bananarama,Venus,Bananarama
1986,39,Dancing on the Ceiling,Lionel Richie,Dancing on the Ceiling,Lionel Richie
1986,40,Conga,Miami Sound Machine,Conga,Miami Sound Machine
1986,41,True Colors,Cyndi Lauper,True Colors,Cyndi Lauper
1986,42,Danger Zone,Kenny Loggins,Danger Zone,Kenny Loggins
1986,43,What Have You Done For Me Lately,Janet Jackson,What Have You Done For Me Lately,Janet Jackson
1986,44,No One Is to Blame,Howard Jones,No One Is to Blame,Howard Jones
1986,45,Let's Go All the Way,Sly Fox,Let's Go All the Way,Sly Fox
