Year,Rank,Track_Title,Artist_Name,Raw_Track_Title,Raw_Artist_Name
1987,1,Walk Like An Egyptian,The Bangles,Walk Like An Egyptian,The Bangles
1987,2,Alone,Heart,Alone,Heart
1987,3,Shake You Down,Gregory Abbott,Shake You Down,Gregory Abbott
1987,4,I Wanna Dance with Somebody,Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston
1987,5,Nothing's Gonna Stop Us Now,Starship,Nothing's Gonna Stop Us Now,Starship
1987,6,C'est La Vie,Robbie Nevil,C'est La Vie,Robbie Nevil
1987,7,Here I Go Again,Whitesnake,Here I Go Again,Whitesnake
1987,8,The Way It Is,Bruce Hornsby,The Way It Is,Bruce Hornsby and the Range
1987,9,Shakedown,Bob Seger,Shakedown,Bob Seger
1987,10,Livin' on a Prayer,Bon Jovi,Livin' on a Prayer,Bon Jovi
1987,11,La Bamba,Los Lobos,La Bamba,Los Lobos
1987,12,Everybody Have Fun Tonight,Wang Chung,Everybody Have Fun Tonight,Wang Chung
1987,13,Don't Dream It's Over,Crowded House,Don't Dream It's Over,Crowded House
1987,14,Always,Atlantic Starr,Always,Atlantic Starr
1987,15,With or Without You,U2,With or Without You,U2
1987,16,Looking for a New Love,Jody Watley,Looking for a New Love,Jody Watley
1987,17,Head to Toe,Lisa Lisa,Head to Toe,Lisa Lisa and Cult Jam
1987,18,I Think We're Alone Now,Tiffany,I Think We're Alone Now,Tiffany
1987,19,Mony Mony,Billy Idol,Mony Mony,Billy Idol
1987,20,At This Moment,Billy Vera,At This Moment,Billy Vera and the Beaters
1987,21,The Lady in Red,Chris de Burgh,The Lady in Red,Chris de Burgh
1987,22,Didn't We Almost Have It All,Whitney Houston,Didn't We Almost Have It All,Whitney Houston
1987,23,I Still Haven't Found What I'm Looking For,U2,I Still Haven't Found What I'm Looking For,U2
1987,24,I Want Your Sex,George Michael,I Want Your Sex,George Michael
1987,25,Notorious,Duran Duran,Notorious,Duran Duran
1987,26,Only in My Dreams,Debbie Gibson,Only in My Dreams,Debbie Gibson
1987,27,(I've Had) The Time of My Life,Bill Medley,(I've Had) The Time of My Life,Bill Medley and Jennifer Warnes
1987,28,The Next Time I Fall,Peter Cetera,The Next Time I Fall,Peter Cetera and Amy Grant
1987,29,Lean on Me,Club Nouveau,Lean on Me,Club Nouveau
1987,30,Open Your Heart,Madonna,Open Your Heart,Madonna
1987,31,Lost in Emotion,Lisa Lisa,Lost in Emotion,Lisa Lisa and Cult Jam
1987,32,(I Just) Died In Your Arms,Cutting Crew,(I Just) Died In Your Arms,Cutting Crew
1987,33,Heart and Soul,T'Pau,Heart and Soul,T'Pau
1987,34,You Keep Me Hangin' On,Kim Wilde,You Keep Me Hangin' On,Kim Wilde
1987,35,Keep Your Hands to Yourself,Georgia Satellites,Keep Your Hands to Yourself,Georgia Satellites
1987,36,I Knew You Were Waiting,Aretha Franklin,I Knew You Were Waiting (For Me),Aretha Franklin and George Michael
1987,37,Control,Janet Jackson,Control,Janet Jackson
1987,38,U Got the Look,Prince,U Got the Look,Prince
1987,39,Somewhere Out There,Linda Ronstadt,Somewhere Out There,Linda Ronstadt and James Ingram
1987,40,Land of Confusion,Genesis,Land of Confusion,Genesis
